Nike Global Manufacturing Data Export - Filters applied: ((none)),,,,,,,,,,,,,,,,,,
Factory Name,Product Type,"Nike, Inc. Brand(s)",Events,Address,City,State,Postal Code,Country,Operating Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Contact Name,Contact Phone,Contact Fax,Contact Email,Subcons
PROCESOS ESPECIALES DE LAVANDERIA,Apparel,Nike,College,KM. 3.1 CARRETERA M蒖IDA-TIXPEUAL COL FLOR DE MAYO,KANASIN,YUCATAN,97370,Mexico,Emerging Markets,22,16,36,0,ROLANDO QUI袿NES,52(999)-2540524,52(999) 2540528,prolava@yahoo.com.mx,
"RENFRO CAMPECHE, S.A. DE C.V.",Equipment,Nike,,"CALLE KIKAB # 2, SOLIDARIDAD URBANA",CAMPECHE,CAMPECHE,24060,Mexico,Emerging Markets,1587,1425,60,0,,,,,
SERIMAX SA DE CV,Apparel,Nike,,MIRLO #1330 INTERIOR 20 ENTRE FRESNO Y CIPRES,GUADALAJARA,JALISCO,44910,Mexico,Emerging Markets,8,8,38,0,,,,,
TOM'S PRINT,Apparel,Nike,,CALZADA DEL CONDE # 29,,PUEBLA,72019,Mexico,Emerging Markets,21,13,38,15.4,,,,,
"VISTA DE HUAMANTLA, S. DE. R. L. DE C.V.",Apparel,Nike,,VIRGEN DE LA CARIDAD NO. 1,HUAMANTLA,TLAXCALA,90500,Mexico,Emerging Markets,1328,1078,57,0.1,,,,,
ASENA 3 TEXTIL S.R.L.,Apparel,Nike,,LENIN STREET NO:81/B,KIPCAK,,6100,Moldova,Emerging Markets,373,260,95,0,,,,,
ASENA 4,Apparel,Nike,,LENINA STREET NO. 243/A,KONGAZ,,,Moldova,Emerging Markets,670,600,94,0,,,,,
ASENA TEXTILE,Apparel,Nike,,STR KIROVA 142,KAZAKLIA,ATO GAGAUZIA,6113,Moldova,Emerging Markets,290,142,94,0,,,,,
ASENA-TEXTIL S.R.L.,Apparel,Nike,,LENIN 42,CEADIR-LUNGA,,MD-6100,Moldova,Emerging Markets,467,450,94,0,,,,,
INTERLOOP LIMITED,Equipment,Nike,,"7 KM KHURRIANWALA JARANWALA ROAD, KHURRIANWALA",FAISALABAD,PUNJAB,37660,Pakistan,Emerging Markets,4183,3203,3,0,,,,,
STYLE TEXTILE (PVT.) LTD. UNIT NO. 2,Apparel,Nike,,"112/18, KOT LAKHPAT INDUSTRIAL ESTATE",LAHORE,PUNJAB,54770,Pakistan,Emerging Markets,339,282,9,0,,,,,
STYLE TEXTILES III,Apparel,Nike,,"BLOCK A-1, A-2, B-2, 75/302 A, MOZA BAGRIA, N",LAHORE,PUNJAB,54700,Pakistan,Emerging Markets,551,451,8,0,,,,,
LYNKA,Apparel,Nike,,"UL. JOZEFA MARCIKA 4, 30-443",KRAKOW,,,Poland,Central and Eastern Europe,170,110,60,0,,,,,
SC KROMO PIELMO COM SRL,Footwear,Nike,,SAT TOPLICENI,COM.TOPLICENI,BUZAU,127630,Romania,Emerging Markets,160,145,70,0,,,,,
BODYNITS INTERNATIONAL PTE LTD,Apparel,Nike,,12 CHANGI SOUTH LANE,SINGAPORE,SINGAPORE,486353,Singapore,Emerging Markets,468,400,82,69.3,,,,,
HIGHTIDE PRINT,Apparel,Nike,,"31 BITCON ROAD, VILLAGE DEEP",JOHANNESBURG,,,South Africa,Emerging Markets,85,70,45,0,,,,,
MILLENNIUM SOCKS,Equipment,Nike,,3 BIRMINGHAM ROAD,PIETERMARITZBURG,KWA-ZULU NATAL,3310,South Africa,Emerging Markets,184,179,55,0,,,,,
MONVISO KNITWEAR,Apparel,Nike,,NO:6 LOSACK AVE EPPING2,CAPE TOWN,WESTERN CAPE,7460,South Africa,Emerging Markets,1326,1200,89,0,,,,,
PRINTNEWS,Apparel,Nike,,16 NELSON STREET,CAPE TOWN,CAPE TOWN,7925,South Africa,Emerging Markets,41,31,53,0,,,,,
SOCKIT MANUFACTURING PTY,Equipment,Nike,,9 GLENHURST BEACONVERSEALE,CAPE TOWN,WESTERN CAPE,7500,South Africa,Emerging Markets,48,45,60,0,,,,,
VIMAL CLOTHING ENTERPRISE CC,Apparel,Nike,,4 FAIRWAYS AVENUE,DURBAN,KWAZULU NATAL,4301,South Africa,Emerging Markets,314,250,92,0,,,,,
"FRAMA Y SAGO, S.L.",Apparel,Nike,,"C/ GOYA, 6 PISO 1 08302 MATARO","BARCELONA, CATALUNIA",,,Spain,Western Europe,5,5,60,0,,,,,
IRUNA SERIGRAFIA S.L.,Apparel,Nike,,"POL. IND MUTILVA BAJA, CALLE R N'71",MUTILVA BAJA,MUTILVA BAJA,31192,Spain,Western Europe,15,12,50,0,,,,,
ASIA LINE,Apparel,Nike,,THORAKOLAYAYA ROAD,MIDDENIYA,,,Sri Lanka,Emerging Markets,1570,1300,90,0,,,,,
BODYLINE (PVT) LIMITED,Apparel,Nike,,RATNAPURA ROAD,HORANA,WESTERN PROVINCE,12400,Sri Lanka,Emerging Markets,4894,2597,81,0,,,,,
BODYLINE (PVT) LIMITED (BPL II),Apparel,Nike,,KALAWELLAWA ROAD,AGALAWATTA,WESTERN PROVINCE,12200,Sri Lanka,Emerging Markets,2043,1645,95,0,,,,,
CEYLON KNIT TREND (PVT) LTD,Apparel,Nike,,GATAHETTA,EHELIYAGODA,SABARAGAMUWA,70620,Sri Lanka,Emerging Markets,1050,745,80,0,,,,,
CKT APPAREL (PVT) LIMITED,Apparel,Nike,,YATIYANA,AGALAWATTE,WESTERN,12200,Sri Lanka,Emerging Markets,955,527,0,0,,,,,
HELA CLOTHING (PVT)LTD,Apparel,Nike,,"309/11, NEGOMBO ROAD",WELISARA,GAMPAHA DISTRICT /WESTERN PROVINCE,11300,Sri Lanka,Emerging Markets,985,450,65,0,,,,,
HELA CLOTHING (PVT)LTD,Apparel,Nike,,"ROSIMER ESTATE, KANDY ROAD, KALAGEDIHENA, THIHARIYA",THIHARIYA,WESTERN PROVINCE,,Sri Lanka,Emerging Markets,975,532,68,0,,,,,
LINEA  AITC,Apparel,Nike,,"MAS FABRIC PARK, KURUNEGALA RD,THULHIRIYA",THULHIRIYA,SABARAGAMUWA,KE 71610,Sri Lanka,Emerging Markets,370,222,23,0,,,,,
MAS ACTIVE (PVT) LIMITED - LEISURELINE,Apparel,Nike,,"PHASE 1, SPUR ROAD 2",KATUNAYAKE,WESTERN PROVINCE,11450,Sri Lanka,Emerging Markets,570,368,69,0,,,,,
MAS ACTIVE (PVT) LTD. - SHADOWLINE DIVISION,Apparel,Nike,,"LOT NO. 53, PHASE II",KATUNAYAKE,WESTERN PROVINCE,11450,Sri Lanka,Emerging Markets,1315,512,52,0,,,,,
MAS ACTIVE (PVT.) LTD. -  LINEA INTIMO,Apparel,Nike,,"LOT 89A, BIYAGAMA EXPORT PROCESSING ZONE",COLOMBO,WESTERN PROVINCE,,Sri Lanka,Emerging Markets,1738,1530,57,0,,,,,
MAS UNICHELA - CASUALLINE DIVISION,Apparel,Nike,,E.P.Z. MAWATHAGAMA,MAWATHAGAMA,WAYAMBA,,Sri Lanka,Emerging Markets,1750,1250,90,0,,,,,
POLYTEX GARMENTS LTD,Apparel,Nike,,"MINUWANGODA ROAD, EKALA, JAELA",JA ELA,WESTERN,11350,Sri Lanka,Emerging Markets,1140,332,74,0,,,,,
POLYTEX GARMENTS LTD  (KOGGALA),Apparel,Nike,,"E.P.Z, KOGGALA",HABARADUWA,SOUTHERN,,Sri Lanka,Emerging Markets,1573,994,75,0,,,,,
SHADELINE (PVT) LTD,Apparel,Nike,,MAPAKADEWEWA,MAHIYANGANAYA,UVA,90730,Sri Lanka,Emerging Markets,1370,850,85,0,,,,,
"CHANG WONG INDUSTRIAL CO., LTD.",Equipment,Nike,,"NO.157, LN.92, FENGNAN ST., FENG YUAN DISTRICT",TAICHUNG CITY,,42084,Taiwan,Greater China,24,20,42,0,,,,,
"CHUAN CHENG HAT CO., LTD.",Apparel,Nike,College,"NO. 56, CHUNG SHAN ROAD",TAICHUNG,"TAIWAN, R.O.C.",407,Taiwan,Greater China,350,100,86,17,JOYCE LIANG,886-4-27014108,886-4-27018139,mrb@cchcap.com.tw,
"ECLAT TEXTILE CO.,LTD",Apparel,Nike,,"NO.319.SEC.1,CHUNG YANG ROAD,TU CHENG CITY","TU CHENG CITY,TAIPEI  HSIEN",TAIWAN,23641,Taiwan,Greater China,180,130,85,63.1,,,,,
FAR EASTERN TEXTILE LTD. (I-LAN FACTORY),Apparel,Nike,College,"NO. 49, SEC. 6, JIAOSI RD., JIAOSI TOWNSHIP",,YILAN,262,Taiwan,Greater China,169,105,70,0,CHAO HSIN HUANG,(039) 881411 x-673,(039) 885717,aparelan@mail.fetl.com.tw,
FENG TAY,Footwear,Nike,College,52 KEGUNG 8TH RD.,TOU-LIU,TAIWAN,640,Taiwan,Greater China,1640,648,44,0,RICHARD WANG,05-537-9117,05-537-9105,richard.wang@fengtay.com,
FENGTAY GROUP,Equipment,Nike,College,666 SHI PING ROAD,TOULIO,YUNLIN,640,Taiwan,Greater China,200,150,2,0,HSIN CHENG,05-551-4141,05-551-9950,hsin.cheng@fengtay.com,
"HONG SONG CO., LTD",Apparel,Nike,,84-103 SHEN KENG TSUN,KUAN MIAO HSIANG,TAINAN HSIEN,718,Taiwan,Greater China,10,3,40,0,,,,,
POU CHEN CORPORATION,Footwear,Nike,College,"NO. 2, FU KUNG RD. FU HSIN HSIAN",CHANG HWA,TAIWAN,506,Taiwan,Greater China,764,642,67,22.1,ELLIE HUANG,886 4 7695147*3768,886 4 7690967,ellie.huang@pcn.,
SABRINA FASHION INDUSTRIAL CORP.,Apparel,Nike,,"10F, 531-1, CHUNG CHENG RD. HSIN TIEN",TAIPEI HSIEN,TAIWAN,231,Taiwan,Greater China,240,237,70,0,,,,,
TAROKO INTERNATIONAL CO. LTD.,Equipment,Nike,,"263 ERH-JEN ROAD, SEC. 1, JEN-TE",TAINAN,,717,Taiwan,Greater China,290,160,60,43.8,,,,,
WAN WAY,Equipment,Nike,,NO. 77 SEC. 4,TAINAN,,70966,Taiwan,Greater China,48,25,35,12,,,,,
YIECHANG,Equipment,Nike,,"NO.63-3 LANE.192,SHUI YUAN RD",FENG YUAN,TAICHUNG,42084,Taiwan,Greater China,32,18,66,33.3,,,,,
"ACP APPAREL  CO.,LTD.",Apparel,Nike,,99/9   MOO 15    BAAN KOKPAENGPUAY  THAMBOL LAHAN   AMPHUR CHATURAS,CHAIYAPHUM,CHAIYAPHUM,36130,Thailand,Emerging Markets,502,394,76,0,,,,,
"CASTLE INTERTRADE CO.,LTD.",Apparel,Nike,College,549/12 & 549/14-16 SOI SOMDETPHRACHAOTAKSIN 41,BANGKOK,,10140,Thailand,Emerging Markets,23,20,70,0,PINIT SUWANNAPAN,02 8768460,02 8768461,castleintertrade@hotmail.com,
"CORTINA SIAM SPORTS CO., LTD.",Equipment,Nike,,"88 MOO 2 T. BANMAI, AMPHUR MUANG",CHACHOENGSAO,CHACHOENGSAO,24000,Thailand,Emerging Markets,425,392,75,0,,,,,
"ENDO THAI CO.,LTD.",Equipment,Nike,,"211 MOO 4, LADKRABANG INDUSTRIAL ESTATE, CHALONGKRUNG RD.",BANGKOK,BANGKOK,10520,Thailand,Emerging Markets,1636,1081,78,0,,,,,
"FOUR STAR GARMRNT & TEXTILE CO., LTD.",Apparel,Nike,,"13/23, KANNANMAEN, EKACHAI ROAD",BANKUNTIEN,BANGKOK,10150,Thailand,Emerging Markets,277,239,65,16.7,,,,,
GAMMA INDUSTRIES CO. LTD.,Apparel,Nike,,"192 , PHETKASEM ROAD , SOI 28 , PASICHAROEN",BANGKOK,,10160,Thailand,Emerging Markets,432,331,74,19.3,,,,,
"GRANDEUR GARMENT CO.,LTD.",Apparel,Nike,,"7 SOI PETCHKASEM 47/2, PETCHKASEM ROAD",BANGKAE,BANGKOK,10160,Thailand,Emerging Markets,187,167,60,67.1,,,,,
HI TECH,Apparel,Nike,,"388 MOO 15, BANCHUAN",BAMNETNARONG,CHAIYAPHUM,36160,Thailand,Emerging Markets,175,5,60,0,,,,,
HI TECH APPAREL SURIN BRANCH,Apparel,Nike,,"489 MOO 7, PATTAMANON (214) ROAD",THATOOM,,32120,Thailand,Emerging Markets,560,380,74,0,,,,,
"HI-TECH  CHAIYAPHUM  APPAREL CO.,LTD.",Apparel,Nike,,"999 MOO 3 TUMBOL LADYAI, AMPHUR MUANG",,CHAIYAPHUM,36000,Thailand,Emerging Markets,1090,32,0,525,,,,,
"HI-TECH CHAIYAPHUM APPAREL CO.,LTD.",Apparel,Nike,,"9 MOO 11,  TAMBOL  NASEIW",MUANG,CHAIYAPHUM,36000,Thailand,Emerging Markets,370,10,75,0,,,,,
HITECH EMBROIDERY CO. LTD,Apparel,Nike,,"89/17 MOO 2, RAMA 2 ROAD KOKKRABUR",MUANG,SAMUTSAKHORN,74000,Thailand,Emerging Markets,73,23,55,0,,,,,
"HONG SENG KNITTING CO., LTD BRANCH THUNGKHU",Apparel,Nike,,"519/16, 519/48-50, PRACHAUTHID, RD, TUNGKRU",BANGKOK,,10140,Thailand,Emerging Markets,326,319,60,77.4,,,,,
MASTER PIECE GARMENT & TEXTILE CO.LTD,Apparel,Nike,,34 RAMA 2 ROAD,BANGKHUNTIAN,BANGKOK,10150,Thailand,Emerging Markets,1169,644,61,96,,,,,
NAN YANG GARMENT,Apparel,Nike,,"37 MOO 5, LADYAO - BANRAI RD.","LADYAO, NAKHONSAWAN",,60150,Thailand,Emerging Markets,724,629,73,0,,,,,
"NAN YANG GARMENT CO., LTD.",Apparel,Nike,,27 PHETKASEM 71 RD,NONGKHAM,BANGKOK,10160,Thailand,Emerging Markets,1537,1382,79,23.2,,,,,
"NAN YANG GARMENT CO., LTD.",Apparel,Nike,College,"NAN YANG GARMENT CO., LTD, 27 MOO. 12, PHITSANULOK-NAKORNSAWAN 71 ROAD",PICHIT,PICHIT,66140,Thailand,Emerging Markets,1863,35,71,0,PAT K.,662 421 2160,,Pat.k@nanyangtextile.com,
"NANYANG GARMENT CO.,LTD",Apparel,Nike,,"166,168 ,170,172 MOO1 PHETKASEM RD. T. YAYCHA",A. SAMPHAN,NAKORNPATOM,73110,Thailand,Emerging Markets,1322,1308,66,40,,,,,
"NC APPAREL CO., LTD.",Apparel,Nike,,"219 MOO 2 MALIWAN ROAD, T. NON-UDOM",CHUMPAE,KHONKAEN,40130,Thailand,Emerging Markets,3379,3006,66,0,,,,,
"NICE APPAREL CO., LTD.",Apparel,Nike,,149 MOO 2 HIGHWAY NUMBER 207 ROAD,KHONKEAN,,40120,Thailand,Emerging Markets,1085,995,69,0,,,,,
NICE APPAREL COMPANY LIMITED,Apparel,Nike,College,"500 SOI NGARMWONGWAN 25, TUMBON BANGKHEN",MUANG DISTRICT,NONTHABURI,11000,Thailand,Emerging Markets,1815,1258,26,0,,,,,
"OKAMOTO TEXTILE (THAILAND)CO.,LTD.",Equipment,Nike,,"126 MOO 5, SAHAPAT INDUSTRIAL",KABINBURI,PRACHINBURI,25110,Thailand,Emerging Markets,645,440,58,0,,,,,
"OPTECH CO., LTD.",Apparel,Nike,,"134/6 MOO 7 SAUN LUANG, KRATUMBAN",SAMUTSAKORN,SAMUTSAKORN,74110,Thailand,Emerging Markets,120,85,70,0,,,,,
"ORIENTAL GARMENT CO., LTD",Apparel,Nike,,"189 M7,BAN LAO,MUANG",CHAIYAPHUM,,36000,Thailand,Emerging Markets,504,452,80,0,,,,,
"PILOTKNIT SPORT WEAR CO.,LTD.",Apparel,Nike,College,"89/13 MOO. 2, RAMA LL ROAD,T.KOKKRABUR",MUANG,SAMUTSAKHON,74000,Thailand,Emerging Markets,625,15,38,1,AMPON RUAYFUPANT,034 812 905-13,034 812 917,amponr@pilotknit.co.th,
"RAJA UCHINO CO.,LTD.",Equipment,Nike,,"630 MOO 11, SUKHAPHIBAL 8 ROAD, NONGKHAM, SRIRACHA",SRIRACHA,CHONBURI,20230,Thailand,Emerging Markets,329,275,78,14.5,,,,,
THAI TECH GARMENT,Apparel,Nike,,99/2 MOO 1 SIKHIU-CHOKCHAI ROAD,PAKTHONGCHAI,NAKHONRATCHASIMA,30150,Thailand,Emerging Markets,993,18,88,0,,,,,
"V.T. INDUSTRIES CO.,LTD.",Apparel,Nike,,"3, MOO 4, SURANARAI ROAD, CHAIBADAN",,LOPBURI,15230,Thailand,Emerging Markets,800,550,77,10.4,,,,,
"VEGA BALL MANUFACTURING CO.,LTD.",Equipment,Nike,College,653 MOO 4 SOI E 6 PATTANA RD,MUANG,SAMUTPRAKARN,10280,Thailand,Emerging Markets,620,422,63,0,CHAI NIMAKORN,66 2 324 0770,662 324 0550,chai@vegaball.com,
"VERTEX APPAREL CO., LTD.",Apparel,Nike,,1015 MOO 2,WARINCHAMRAB,UBONRATCHATHANI,34190,Thailand,Emerging Markets,1564,910,77,0,,,,,
"WECH WIWAT CO.,LTD",Apparel,Nike,,"99 MOO 3  PRAYASURENT RD. BANGCHAN , KLONGSAMWA",BANGKOK,BANGKOK,10510,Thailand,Emerging Markets,600,496,86,28.4,,,,,
BARIS KONFEKSIYON TEKSTIL PAZARLAMA,Apparel,Nike,,AHIEVRAN MAH. 243/1 SOKAK NO:4 SANAYI SITESI,ANKARA,ANKARA,0,Turkey,Central and Eastern Europe,17,15,54,0,,,,,
ETF TEKSTIL KONF. IHRACAT SAN.TIC.A.S.,Apparel,Nike,,TEPEOREN MAH.,ISTANBUL,TUZLA,34959,Turkey,Central and Eastern Europe,460,371,41,0,,,,,
FITA TEKSTIL SAN. TIC. LTD. STI.,Apparel,Nike,,PANAYIR MAHALLESI SELVILI SOKAK NO:55,BURSA,,,Turkey,Central and Eastern Europe,353,340,77,0,,,,,
YESIM TEKSTIL,Apparel,Nike,,ANKARA YOLU GURSU KAVSAGI 11.KM,BURSA,BURSA,16580,Turkey,Central and Eastern Europe,2649,1965,53,0,,,,,
DAINES & HATHAWAY,Equipment,Nike,,DAINES HOUSE,WALSALL,,MS2 9PG,UK,Western Europe,58,54,60,0,,,,,
SPRINTS,Apparel,Nike,,"FOLLINGSBY AVENUE, FOLLINGSBY PARK",GATESHEAD,,NE 108YF,UK,Western Europe,6,5,60,0,,,,,
TWO-SHOT MOULDINGS LTD,Equipment,Nike,,214 BELLINGDON ROAD,CHESHAM,,HP5 2NN. UK,UK,Western Europe,11,7,0,0,,,,,
5B'S APPAREL,Apparel,Nike,College,1000 5BS,ZAINSVILLE,OHIO,43701,USA,North America,120,101,65,0,TODD BILES ,7404548453,,t_biles@5bs.com,
"A & K DESIGNS, INC.",Apparel,Nike,College,8325 SE HARNEY ST.,PORTLAND,OREGON,97266,USA,North America,49,41,60,0,IM LEE,503-238-6514,503-238-6063,sam@akdesignsinc.com,
ALSTYLE APPAREL - (MAJOR BLANK SUPPLIER),Apparel,Nike,,1501 E CERRITOS AV,ANAHEIM,CA,92805,USA,North America,743,620,20,0,,,,,
ARTFX INC,Apparel,Nike,College,1125 AZALEA GARDEN ROAD,NORFOLK,VIRGINIA,23502,USA,North America,140,122,40,0,WENDY WILLIAMS,757-853-1703 Ext.222 ,757-855-9439,wwilliams@artfx.com,
BIG GAME SPORTS,Equipment,Nike,College,15222 KING ROAD,FRISCO,TEXAS,75034,USA,North America,30,24,1,0,CHRIS CALANDRO,972-292-0700,972-292-1558,ccalandro@thebiggameusa.com,
BLUE STAR GRAPHICS,Apparel,Nike,,2500 REGENT BOULEVARD,DALLAS,TEXAS,75261,USA,North America,45,40,57,0,,,,,
"BRIDGESTONE GOLF, INC.",Equipment,Nike,,15320 INDUSTRIAL PARK BLVD.,COVINGTON,GA,30014,USA,North America,269,132,8,0,,,,,
BRIDGESTONE SPORTS (U.S.A.),Equipment,Nike,,"15320 INDUSTRIAL PARK BLVD, NE",COVINGTON,GEORGIA,30014,USA,North America,55,46,61,0,,,,,
C&W EMBROIDERY,Apparel,Nike,College,386 HWY 356,RIENZI,MISSISSIPPI,38865,USA,North America,65,40,50,0,TIM WIYGUL,662 462 7309,662 468 8368,TimW@cwcompanies.com,
DESIGN INK. - DBA ELLISON ADVERTISING,Apparel,Nike,College,3408 S. E. 20TH. AVENUE,PORTLAND,OREGON,97202,USA,North America,12,5,33,20,ROBERT ELLISON,503-532-0499,,bob@ellisonadvertising.com,
DIGITAL FLEXO SERVICES. LLC,Equipment,Nike,,4350-J INTERNATIONAL BLVD.,NORCROSS,GA,30093,USA,North America,34,15,35,0,,,,,
"ECORE INTERNATIONAL, INC",Equipment,Nike,,715 FOUNTAIN AVE,LANCASTER,PENNSYLVANIA,17601,USA,North America,187,105,21,0,,,,,
EVERGREEN APPAREL MFG.,Apparel,Nike,College,845 NW 231ST AVE.,HILLSBORO,OREGON,97124,USA,North America,20,18,90,0,CHWIYONG YIM,503-615-0948,503 615-3197,chwiyong@evergreenapparelmfg.com,
"FJORD, LTD.",Apparel,Nike,College,3099 N.PACIFIC HIGHWAY. SUITE 100,WOODBURN,OREGON,97071,USA,North America,95,75,90,0,NORMAN DVERSDAL,503-981-2345,503-981-1814,jon@fjordltd.com ,
GOLF SALES WEST - DBA TORNADO GOLF,Equipment,Nike,College,1901 EASTMAN AVE,OXNARD,CALIFORNIA,93030,USA,North America,49,38,29,0,JEFF AUBERY,805 988 3363,805 988 3373,jaubery@golfsaleswest.com,
GUERILLA GRAFFIX,Apparel,Nike,College,1902 BROADWAY ST,ROCKFORD,ILLINOIS,61104,USA,North America,89,75,39,0,JOHN & DANIEL SMITHLINE,815-227-5393,815-227-0907,guerillagraffix@ameritech.net,
HARRISS & COVINGTON,Equipment,Nike,,1250 HICKORY CHAPEL ROAD,HIGH POINT,NORTH CAROLINA,,USA,North America,238,220,50,0,,,,,
HAT WORLD INC. DBA LIDS TEAM SPORTS DIVISION OF GE,Apparel,Nike,,5349 W 76TH STREET,INDIANAPOLIS,IN,46268,USA,North America,194,189,49,0,,,,,
"KIM'S EMBROIDERY, INC.",Apparel,Nike,College,PO BOX 230699,PORTLAND,OREGON,97223,USA,North America,11,7,80,0,WILLIAM MATSUMOTO,503-684-1903 ext 4,503-684-2696,kei.min@comcast.net ,
"K-L MFG. CO., INC.",Apparel,Nike,College,2726 N. MONROE ST.,SPOKANE,WASHINGTON,99205,USA,North America,96,91,70,0,JOSEPH DOOHAN,509.232.8650,509.326.2032,joe.doohan@klmfg.com,
LATITUDES,Apparel,Nike,College,2425 NE RIVERSIDE WAY,PORTLAND,OREGON,97211,USA,North America,108,100,40,0,JOHN KONNEKER,503-248-2060,503-248-2134,jamiem@latitudespdx.com,
MENLO WORLDWIDE LOGISTICS / NIKE GOLF,Equipment,Nike,,5295 LOGISTICS DR. SUITE 105,MEMPHIS,TN,38118,USA,North America,36,12,44,0,,,,,
NEW BUFFALO SHIRT FACTORY,Apparel,Nike,,4055 CASILIO PARKWAY,CLARENCE,NEW YORK,14031,USA,North America,205,180,48,0,,,,,
"OREGON SCREEN IMPRESSIONS, INC.",Apparel,Nike,College,3580 NE BROADWAY,PORTLAND,OREGON,97232,USA,North America,101,61,46,0,RENEE CAPP,503-416-5267,503-416-5272,reneec@oregonscreen.com,
"PACIFIC ATHLETIC WEAR, INC. DBA KEYSPORTS APPAREL",Apparel,Nike,College,4030 W. CHANDLER AVENUE,SANTA ANA,CALIFORNIA,90274,USA,North America,55,45,60,0,JOHN HILLDENBRAND,714.751.8006,714.751.8806,john@pawwear.com,
PACIFIC SPORTSWEAR,Apparel,Nike,College,10731 A ST,TACOMA,WASHINGTON,98444,USA,North America,40,32,40,0,MARK WINWARD,253-582-4444,253-984-1688,mark@pacificsportswear.com,
"PARAMOUNT APPAREL INTERNATIONAL, INC.",Apparel,Nike,College,#1 PARAMOUNT DRIVE,BOURBON,MISSOURI,65441,USA,North America,520,300,61,0,KELLY LONG,573-732-4411 ,573-732-5572 ,klong@paifashion.com,
"PARAMOUNT APPAREL INT'L, INC. (WINONA MO)",Apparel,Nike,College,HIGHWAY 19,WINONA,MISSOURI,65588,USA,North America,180,169,83,0,KENDRA BYLO,(573) 732-4411 ext 1,(573) 732-5572,hr@paramountheadwear.com,
POWERS MANUFACTURING COMPANY,Apparel,Nike,College,1340 SYCAMORE STREET,WATERLOO,IOWA,50703,USA,North America,131,91,84,0,MARK WEIDNER,319-233-6118,319-234-8048,markweidner@powersathletic.com,
PRIDE SPORTS,Apparel,Nike,,5787 FORWARD DRIVE,FLORENCE,WI,54121,USA,North America,50,43,55,0,,,,,
"PROMOTION WEST SCREENPRINT, INC.",Apparel,Nike,College,2684 CHERRY AVE NE,SALEM,OREGON,97303,USA,North America,20,11,60,0,BOB DYKES,503-364-2889,,prowest1@wvi.com,
PROMOTIONS WEST EMBROIDERY INC.,Apparel,Nike,College,3535 DEL WEBB AVE NE,SALEM,OREGON,97303,USA,North America,11,6,50,0,JAY BROWN,503-364-0088,,jay@promotionswest.biz,
R.J. LIEBE ATHLETIC LETTERING COMPANY,Apparel,Nike,College,582 GODDARD AVE.,CHESTERFIELD,MISSOURI,63005,USA,North America,95,70,50,0,JIMMY LIEBE,636-532-1614,636-530-3890,jimmy@liebe.com,
RENFRO CHARLESTON LLC (FORMERLY CHARLESTON HOSIERY INC. (MICHIGAN AVE.),Equipment,Nike,,4405 MICHIGAN AVENUE,CLEVELAND,TENNESSEE,37323,USA,North America,267,200,61,0,,,,,
RENFRO FORT PAYNE PLANT,Equipment,Nike,,3398 WINN AVE NE,FORT PAYNE,AL,35967,USA,North America,430,406,42,0,,,,,
RIPON ATHLETIC,Apparel,Nike,,290 JUNCTION ST,BERLIN,WI,54923,USA,North America,153,114,95,0,,,,,
"SCREEN GRAPHICS, INC.",Apparel,Nike,College,19050 S.W. 5TH ST. #120,BEAVERTON,OREGON,97005,USA,North America,4,3,25,0,JAMES THOMAS,503-643-0852,503-671-9903,scrnphcs@grovenet.net,
SFO APPAREL INC. (SEWING & CUTTING),Apparel,Nike,College,41 PARK PLACE,BRISBANE,CALIFORNIA,94005,USA,North America,113,103,90,0,PETER MOU,415-468-8816,415-468-8836,petermou@sfoapparel.com,
SLANE HOSIERY MILLS,Equipment,Nike,,313 S.CENTENNIAL STREET,HIGH POINT,NORTH CAROLINA,27261,USA,North America,305,249,74,0,,,,,
SLANE HOSIERY MILLS - FAIRFIELD FACILITY,Equipment,Nike,,550 WEST FAIRFIELD,HIGH POINT,NORTH CAROLINA,27263,USA,North America,139,49,55,0,,,,,
STAPLES PROMOTIONAL PRODUCTS,Apparel,Nike,College,1520 ALBANY PLACE SE,ORANGE CITY,IOWA,51041,USA,North America,108,103,73,0,LARRY SANSON,712-737-4925 X 2670,712-737-4504,Larry.Sanson@StaplesPromoProducts.com,
SUMMIT SPORTSWEAR INC.,Apparel,Nike,College,1460 MCDONALD STREET N.E.,SALEM,OREGON,97301,USA,North America,100,80,75,0,BRIAN HAWS,503-587-7887,503-587-7890,Brian@summitsportswearinc.com,
SUNFLOWER MARKETING,Apparel,Nike,,545 NORTH FIRST STREET,GENEVA,NE,68361-3173,USA,North America,45,23,73,0,,,,,
TEAM EDITION APPAREL,Apparel,Nike,,4208 19TH STREET COURT EAST,BRADENTON,FLORIDA,34208,USA,North America,217,168,68,0,,,,,
TEAM EFFORT INCORPORATED,Equipment,Nike,College,120 9TH STREET S.W.,CLARION,IOWA,50525,USA,North America,34,15,75,0,JULIE ROHRER,515-532-2040,1 515 532 3416,julie.rohrer@teameffort.com,
TEXTILE GRAPHICS INC.,Apparel,Nike,College,3138 NE RIVERGATE #303C,MCMINNVILLE,OREGON,97128,USA,North America,16,10,75,0,JEFFREY CHAPMAN,503-472-1493,503-472-1495,jeffc@textilegraphicsinc.com,
