"oar_id","name","address","country_code","country_name","lat","lng","contributors","ppe_product_types","ppe_contact_phone","ppe_contact_email","ppe_website","is_closed"
"TR202008405TRM1","KARDELEN TEKSTIL - ORHAN UCAR","1264. SOKAK K2 N2, USKUP CAD. GUNESLI MERKEZ MAH., BAGCILAR 34212, ISTANBUL","TR","Turkey",41.0385544,28.8273319,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)","","","","",""
"BD2019172A9RZAG","Karim Textiles Ltd","Noorbagh, Kaliakoir Gazipur Dhaka 1704","BD","Bangladesh",24.119897,90.2807868,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|HEMA B.V. (Hema's production location list Sept 2020)","","","","",""
"BD2019221M0F4HF","Karooni KnitCompositeLimited","Ratanpur, Shafipur, Kaliakair, Gazipur","BD","Bangladesh",24.0438431,90.2820691,"Arcadia Group (Arcadia Group Facility List December 2020)|Inditex [Public List] (Inditex August 2018 Facility List)|New Look Retailers (New Look Retailers Tier 1 Facility List March 2021)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|LIDL [Public List] (LIDL Facility List April 2020)|The Very Group (OAR list_the very group_March 2021)|OVS Spa (Tier1)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"TR2020084RKV79C","KAYA GIYIM KONFEKSIYON LTD STI","ATATURK BULVARI 13.SOKAK, ORGANIZE SANAYI BOLGESI, NO:6, AKSARAY 45000, KONYA","TR","Turkey",38.368626,34.0297,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD2020021P6NXSM","KC Lingerie","57/1, Water Works Road, Godnail 1400 Naranyanganj","BD","Bangladesh",23.6416998,90.51413559999999,"Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"BD2019100RRP9WY","KDS APPARELS LTD","251 Nasirabad I/A.Ctg, Chittagong, Chittagong zila","BD","Bangladesh",22.3608208,91.8233007,"Target Corporation (Target Apparel and Accessories Factory List February 2021)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)","","","","",""
"BD2019083QK77NA","KDS Fashion Ltd","253-254 Nasirabad Ia Chittagong 4211","BD","Bangladesh",22.3608208,91.8233007,"Tesco Stores Ltd (F&F Brand Milll List August 2020 )|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Marks & Spencer [Public List] (Marks & Spencer Facility List January 2020)|Woolworths Group [Public List] (Woolsworth Group Public Facility List)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 1)|2 Brands/Retailers","","","","",""
"BD2019086FX8581","Kei Lock Newage (HK) Limited","Nischintapur, Purbo Norshingpur, Ashulia, Savar, Dhaka- 1341","BD","Bangladesh",23.9124301,90.3214135,"Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|A Brand/Retailer","","","","",""
"TR2020084J1C9RP","KESKIN KONFEKSIYON VE TEKSTIL SAN DIS TIC LTD STI","HALKALI CAD., 15 TEMMUZ MAH.., NO:93 K:1 BAGCILAR 34212, ISTANBUL","TR","Turkey",41.044339,28.817318,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MM20191072D7HM9","Keys Shine Co.,Ltd.","No. 4 Kyaukse Industrial Zone, Kyaukse Township, Mandalay Region, 05151, Kyaukse Township, Myanmar","MM","Myanmar",21.6098301,96.13414309999999,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019)|C&A (C&A Facility List April 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|ALDI SOUTH Group (represented by HOFER KG) (ALDI SOUTH Group Facility List October 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2019085904Y2X","K.H. Exports India Private Limited","4/74 V.O.C Street Seneerkuppam, Poonamallee, Chennai","IN","India",13.067375,80.2532803,"PVH [Public List] (PVH  Facility List December 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|PVH (OAR_Contributor_Template)","","","","",""
"IN2020084DWH9FS","K H EXPORTS INDIA PRIVATE LIMITED,","256,257, KATHIYAWADI ROAD, MELVISHARAM - 632 509 632509, VELLORE","IN","India",12.9114223,79.2784621,"PVH [Public List] (PVH  Facility List December 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN20200846EMNCG","K H EXPORTS INDIA PRIVATE LIMITED 2","736/2, 4B.5A, POONDI ROAD, VANIYANCHATHIRAM, WALAJA TALUK, VELLORE 632508, VELLORE","IN","India",12.9254169,79.3640845,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"IN2020084ZR89M3","K H EXPORTS INDIA PVT. LTD (FOOTWEA","10/8, BYE PASS ROAD, RANIPET., TAMIL NADU 632401, CHENNAI","IN","India",12.9624235,79.3073474,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084MC54FS","KIDS FIRST TOYS FACTORY","EAST OF NANPING RD QUANJIAO COUNTY 239500, CHUZHOU","CN","China",32.0760132,118.2710514,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"KH2019083TD6R5M","King Fashion Garment CoLtd","Phum Trapaing Romchek Sangkat Chomchao Khan Dangkor Phnom Penh","KH","Cambodia",11.5333135,104.8246027,"Target Corporation (Target Apparel and Accessories Factory List February 2021)|Benetton Group [Public List] (Benetton Group 2018 Facility List)|Fruit Of The Loom [Public List] (Fruit of The Loom Facility List January 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 2)|LIDL [Public List] (LIDL Facility List April 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)|2 Brands/Retailers","","","","",""
"KH2020084FBXSCZ","KING FIRST INDUSTRIAL CO., LTD (NEW FTY)","51 ROAD, PHUM DOMNAK APEAL, KHUM DOMNAK APEAL, 5 ROK, ANGSNOL 00051, KANDAL","KH","Cambodia",11.5704326,104.8527586,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MM2020084C7AHYP","KINGSRICH (MYANMAR) FASHION LIMITED","NO. 1, 2/3, SURVEY NO.39, SHWE PYI THAR INDUSTRIAL ZONE, SHWE PYI THAR TOWNSHIP 999999, YANGON","MM","Myanmar",16.9595498,96.08767030000001,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084PEBXN8","KMK SHOES","NO.307/2, NO.40, PUDHUPADI ROAD, MANGADU VILLAGE 632503, VELLORE","IN","India",12.8656964,79.3740102,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD2019086RB7FG9","Knit Concern Ltd.","62 Water Works Road, Godnail, Narayangonj-1400, Bangladesh.","BD","Bangladesh",23.6415624,90.5142641,"Agreement on Sustainable Garments and Textile (AGT) (AGT 2019 )|BRAC University (Mapped in Bangladesh: Export Oriented RMG factory List of Narayanganj, Bangladesh Feb 2019)|WE Europe BV (WE production location list November 2020)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)|ETAM GROUP (Etam (Jan. 2021 Active Supplier List))|Varner AS (Varner Oct 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"TR20200846R6N5M","KOCAER TEKSTIL A.S","M. FERIDUN ALPAT CD, ORGANIZE SANAYI II.BOLGE 20065, DENIZLI","TR","Turkey",37.8038099,29.2464205,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"VN2019085ZVP98Y","KON TUM GARMENT FACTORY","Km No.3, National Street No.14, Le Loi Ward, Kontum City, 580000","VN","Vietnam",14.3497403,108.0004606,"Debenhams [Public List] (Debenhams Facility List December 2018)|Arcadia Group (Arcadia Group Facility List December 2020)|Matalan [Public List] (Matalan August 2019 Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|River Island (River Island Tier 1 Facility List September 2020)","","","","",""
"IN2020084Y38HZ0","KORRUN INDIA PVT LTD UNIT 1","PLOT 25-P2, 1ST PHASE, BIDADI INDUSTRIAL AREA, RAMANAGARA TALUK AND DISTRICT 562109, BANGALORE","IN","India",12.7968835,77.3838303,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084WJPBTG","KORRUN INDIA PVT LTD UNIT 2","PLOT #3C, SOMANAHALLI INDUSTRIAL, AREA, SOMANAHALLI, MADDUR TALUK, AND MANDYA DISTRICT 571429, RAMANAGARA","IN","India",12.6156454,77.0684181,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BG20200840ZEPB7","KOUSH MODA LTD.","RUYEN KASABASI, TIRNAK KOYU 8550, BOURGAZ","BG","Bulgaria",42.9739272,27.2182497,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BG2020084MA09TT","KOUSH MODA LTD,YABALCHEVO BRANCH","YABALCHEVO, BULGARISTAN 8542, YABALCHECVO","BG","Bulgaria",42.7944125,27.2543769,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"ET202008449M7J3","KPR EXPORTS PLC","SHED #6, MEKELLE INDUSTRIAL PARK, TIGRAY, MEKELLE 7000, MEKELLE","ET","Ethiopia",13.4935504,39.465738,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR2020084GF8ZJE","K.T. DERI TEKSTIL KONF. SAN.  VE TIC . A.S","DEREBOYU CAD., BEYSAN SANAYI SITESI NO:3, HARAMIDERE BUYUKCEKMECE 34520, ISTANBUL","TR","Turkey",41.0024874,28.6841742,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR2020084BGX8TG","KULA SUBES AKAR TEKSTIL GIDA TURIZM SAN TIC AS.","66 SOKAK NO 6 AKGUN MAH., KULA 45170, MANISA","TR","Turkey",38.553746,28.6492818,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR20200841CXM3Q","KUZEY KAFKAS TEKSTIL -  CAGATAY UYSAL","100. SOKAK, FATSA ORGANIZE SANAYI BOLGESI, NO.1  FATSA 52400, ORDU","TR","Turkey",41.00708059999999,37.5202927,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)","","","","",""
"TR2020084A5X1PS","KUZEY KAFKAS TEKSTIL -  CAGATAY UYSAL","100. SOKAK, FATSA ORGANIZE SANAYI BOLGESI, NO.1  FATSA 52400, ORDU","TR","Turkey",41.00708059999999,37.5202927,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"VN2020016JGX0HZ","KWONG LUNG MEKO II CO., LTD    ","LOT 2.20C, STREET NO 8, TRA NOC II INDUSTRIAL PARK PHUOC THOI WARD, O MON DISTRICT, CAN THO CITY, 900000","VN","Vietnam",10.103956,105.7087128,"Columbia Sportswear Co. [Public List] (Columbia Sportswear Co. Facility List July 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|Burton Snowboards (Burton Snowboards Softgoods Product Factory Allocation List Fall 2021 Winter 2022)","","","","",""
"MM2020084AVHZVT","K-WON & MICC CO., LTD.","INSEIN BLANKET FACTORY #20 (BRANCH), INSEIN-MINGALARDONE RD, AUNG SAN MYO, INSEIN T/S 11011, YANGON","MM","Myanmar",16.9150759,96.092849,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)","","","","",""
"MM2020084C7XJJY","K-WON & MICC CO., LTD.","INSEIN BLANKET FACTORY #20 (BRANCH), INSEIN-MINGALARDONE RD, AUNG SAN MYO, INSEIN T/S 11011, YANGON","MM","Myanmar",16.9150759,96.092849,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IT2020084WBQ4S8","LABORATORIO ANNA S.N.C.","VIA DELL'INDUSTRIA, 4 25012, CALVISANO","IT","Italy",45.3359882,10.3361991,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IT20200841GBJHC","LABORATORIO LIVIA S.N.C.","VIA DE GASPERI, 8 46040, CASALOLDO","IT","Italy",45.253013,10.4715206,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IT20190864DE5RK","Laboratorio ROSANNA di Capra Rosanna & C. s.n.c.","Via Svizzera, 30/B 46042 Castel Goffredo","IT","Italy",45.2818763,10.4787185,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Varner AS (Varner Oct 2020)","","","","",""
"BD2019248FP413D","Laila Styles Ltd.","Bhawal Mirzapur Road, Bahadurpur Shikder Bari, Gazipur Sadar, Gazipur-1703","BD","Bangladesh",24.0891554,90.3718507,"BRAC University (Mapped in Bangladesh: Export-oriented RMG Factory List Sep 2019)|Matalan [Public List] (Matalan August 2019 Facility List)|Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 1)","","","","",""
"CN2020084CV1TGK","LAIZHOU CHERRY GARMENTS CO., LTD","YU HAI EAST ROAD, LAIZHOU ECONOMIC DEVELOPMENT ZONE, LAIZHOU, SHANDONG 264000, LAI ZHOU","CN","China",37.2193244,119.9414097,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20200844HNZ8J","LAIZHOU LIF ARTS AND CRAFTS CO., LTD","WEST OF BALAMIAO VILLAGE, WENFENG STREET, LAIZHOU CITY, SHANDONG PROVINCE, CHINA 261400, LAIZHOU","CN","China",37.15747,119.940477,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN20200374WVCW2","Laizhou Linuo","Ximayi Village,Zuocun Town,Laizhou City, Shandong,China","CN","China",37.060741,119.946867,"Target Corporation (Target Apparel and Accessories Factory List February 2021)|Pimkie [Public List] (Pimkie Facility List June 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MA20200848NFJWR","LARICONF SARL","ALLEE N1 LOTS 11, BIS ROUTE DE TETOUAN, ZONE INDUSTRIELLE 90000, TANGIER","MA","Morocco",35.7573733,-5.8301823,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MA2020084K6BWRP","LARIMODE SARL","Z.I AL MAJD LOT N 847, AL AOUAM 7228, TANGIER","MA","Morocco",35.7594651,-5.8339543,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MA2020084WRGP6Y","LARINOR SARL AU","ILOT 4 LOT 1, TANGIER FREE ZONE 90100, TANGIER","MA","Morocco",35.7154363,-5.9091733,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"MM2020084NZD1V7","LAT WAR COMPANY LIMITED","70A/71A CORNER OF MINGYI MAHAR MIN, GAUNG STREET AND PHAN CHET WUN U, SHWE OH STREET HLAING THARYAR INDUS 2635, YANGON","MM","Myanmar",16.859434,96.0729328,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"PK20200434V7EXQ","Leather Field (Pvt) Limited","Wazirabad Road, Sahowala, Sialkot, 51310, Sialkot, Punjab, Pakistan","PK","Pakistan",32.47992,74.4516367,"Bestseller [Public List] (Bestseller Facility List December 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|LIDL [Public List] (LIDL Facility List April 2020)","","","","",""
"CN2020084JKTT5Z","LEE KEUNG (HUI ZHOU) LEATHER CO., LTD.","JIANG JUN ROAD, QIU CHANG, TOWN,HUIYANG DISTRICT 516200, HUIZHOU","CN","China",22.8365004,114.4298019,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD201908543FCXY","Legacy Fashions Ltd.","BSCIC Industrial Estate, Kalurghat Chittagong","BD","Bangladesh",22.3951524,91.8824544,"PVH [Public List] (PVH  Facility List December 2020)|Tu Clothing by Sainsbury's [Public List] (Sainsbury's March 2019 Public Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Marks & Spencer [Public List] (Marks & Spencer Facility List January 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|George Clothing by Asda [Public List] (George Clothing [Public List] Tier 1)|One Other","","","","",""
"IN2020084A81ZVM","LE SHARK GLOBAL LLP - UNIT 1","SF.NO: 245/1, KARAIPUDUR VILLAGE, OPP: PARK SCHOOL, CHINNAKARAI 641605, TIRUPUR","IN","India",11.0570311,77.3266991,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN202008425FJ6N","LE SHARK GLOBAL LLP - UNIT 2","SF NO. 8/564, SEGAMPALAYAM ROAD, UPPILIPALAYAM, ARULPURAM (POST), PALLADAM TALUK 641605, TIRUPUR","IN","India",11.0048714,77.0115078,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084XQ62YV","LEXBO (HUI ZHOU) LEATHER GOODS CO. LTD.","NO.146 LI  SHAN ROAD SHI WAN, COUNTY, BOLUO 516127, HUIZHOU","CN","China",23.1222325,113.8625844,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084KQJ59B","LIANYUNGANG GUIHE GARMENT CO., LTD","NORTH OF DONGYAN EAST ROAD, SHUANGDIAN TOWN, DONGHAI COUNTY 222300, LIANYUNGANG","CN","China",34.6142954,118.6126347,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"BD20200211KV4SS","LIBERTY KNITWEAR LTD.","RAMARBAGH, KUTUBPUR, FATULLAH 1420 Narayanganj","BD","Bangladesh",23.9207596,90.2315018,"Accord on Fire and Building Safety in Bangladesh (Factories covered by the Accord on Fire and Building Safety in Bangladesh on 4 February 2021)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)","","","","",""
"CN2020084N7PJDJ","LINGXIAN DONGFANG APPAREL CO.LTD","NORTH OF XINSHI STREET, LINGXIAN 253500, DEZHOU CITY","CN","China",37.329463,116.582618,"Tesco Stores Ltd (F&F Brand Milll List August 2020 )|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020043NG95VA","Linqu Zhongye Fashion Co., Ltd.","No. 36 Qinchi Road, Linqu County, 262600, Weifang, Shandong, China","CN","China",36.5287579,118.539299,"Bestseller [Public List] (Bestseller Facility List December 2019)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"PT2020084MBC3WY","LIRIANA CONFECCOES, LDA.","RUA DA CAL, N 484 ESTELA 4570-207, POVOA DE VARZIM","PT","Portugal",41.4380091,-8.7569306,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"PT2020084C81WDJ","LISEMATEX, MALHAS E CONFECOES UNIPESSOAL LDA","RUA ENGENHEIRO CARLOS ALBERTO, MARTINS 217, BALUGAES 4905-042, BARCELOS","PT","Portugal",41.6416982,-8.6338876,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"LT20190835XDFF4","Liteksas Ab","Draugystes Str. 16  51258 Kaunas","LT","Lithuania",54.9055699,24.004146,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg|A Brand/Retailer","","","","",""
"CN2020053MRJZNF","Liyang Grand Knitting Co., Ltd.","江苏省常州溧阳市社渚镇S道239线2号                 No.2,Highway S239,Shezhu Town,Liyang City Jiangsu PROVINCE,CHINA                  213341 CHANG ZHOU Changzhou Jiangsu ","CN","China",31.4335666,119.3589941,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Higg|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"TR2020084P16SW8","LIZ TEKSTIL - MEHMET BULBUL","4076 SOKAK, NO 19 K2 YESILOVA BORNOVA 35080, IZMIR","TR","Turkey",38.4354959,27.2041718,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2019096AH385Q","Longnan County Top Form Underwear","JIN TANG INDUSTRY PARK JIANGXI Jiangxi","CN","China",24.912303,114.828423,"Hanes Brand (Strategic Contractors) [Public List] (Hanes Brand February 2019 Strategic Contractors Facility List)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"CN2020084RJDWWG","LOVE YOU BAGS COMPANY LIMITED","FLOOR 5TH B4B BUILDING, YINGZHAN INDUSTRIAL AREA, LONGTIAN COMMUNITY, KENGZI, 518122, SHENZHEN ","CN","China",22.7584223,114.3636919,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Higg","","","","",""
"CN20200849S0YXY","LU'AN WEIHUA GARMENT CO., LTD - SUBU BRANCH","NANLOU VILLAGE, SUBU TOWN, YU'AN DISTRICT, LU'AN 237000, LU'AN, ANHUI","CN","China",31.990364,116.266798,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"TR202008470KT3D","LYDIA TARIM URUNLERI SAN. TIC. A. S","AOSB .10002 SOK.NO:13, CIGILI, IZMIR 35390, IZMIR","TR","Turkey",38.48574,27.043283,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"ET2020053NWPXV4","MAA GARMENT AND TEXTILES","Ethiopia, Tigray, Mekelle, Quiha, Alula abanega Air port street Mekele Tigrai ","ET","Ethiopia",13.4668245,39.5350396,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|ZDHC Foundation (ZDHC Registered Facilities 21 February 2020)","","","","",""
"CN2020084P6R0NA","MAANSHAN MINGJING SILK KNITTING CO. , LTD","LIMING VILLAGE, SHIQIAO TOWN, DANGTU COUNTY 243173, MAANSHAN","CN","China",31.439093,118.607004,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2020084JHR7GS","MAF CLOTHING PRIVATE LIMITED UNIT-3","NEAR K B CROSS 572114, RAJATADRIPURA","IN","India",13.3116479,76.6549883,"H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)","","","","",""
"IN2019083Y2G2SS","Maf Clothing Pvt Ltd","Survey No : 3532 Adakamaranahalli Makali Post 21St Km Of Tumkur Road Bangalore -562123","IN","India",13.0655615,77.4531998,"Levi Strauss & Co. (Levi Strauss Co Facility List November 2020)|Next Plc (Next Plc Tier 1 Manufacturing List)|Next Plc (Next Tier 1 Factory List July 2020)|H&M Group (H&M Group Manufacturing Units 23 MARCH 2020)|Primark [Public List] (Primark January 2020 Facility List)|Partnership for Sustainable Textiles (PST) (PST Nov 2020)|Better Cotton Initiative [Public List] (Better Cotton Initiative June 2020)","","","","",""
