QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,,buyer1BW,buyer2BW,buyer3BW
39233,Indonesia,2020,1596,PVH,H&M,C&A,,,,
8244,Indonesia,2015,1597,,,,,,,
15107,Indonesia,2016,1597,,,,,,,
13632,Cambodia,2016,1598,The Children's Place,,,,,,
18992,Cambodia,2017,1598,,,,,,,
26632,Cambodia,2018,1598,The Children's Place,,,,,,
33245,Cambodia,2019,1598,The Children's Place,,,,,,
40154,Cambodia,2020,1598,The Children's Place,,,,,,
17649,Cambodia,2016,1599,,,,,,,
26411,Cambodia,2018,1599,,,,,,,
35278,Cambodia,2019,1599,,,,,,,
40524,Cambodia,2020,1599,,,,,,,
43744,Cambodia,2021,1599,,,,,,,
12299,Cambodia,2015,1600,,,,,,,
17161,Cambodia,2016,1600,,,,,,,
25354,Cambodia,2018,1600,,,,,,,
34369,Cambodia,2019,1600,,,,,,,
41008,Cambodia,2021,1600,,,,,,,
8441,Indonesia,2015,1601,Columbia,JC Penney,Samkyung,,,,
15347,Indonesia,2016,1601,Columbia,JC Penney,Samkyung,,,,
20482,Indonesia,2017,1601,Columbia,JC Penney,Samkyung,,,,
29783,Indonesia,2018,1601,Columbia,JC Penney,Samkyung,,,,
35926,Indonesia,2019,1601,Columbia,JC Penney,Samkyung,,,,
8385,Indonesia,2015,1602,Marks & Spencer,Peerless,Li & Fung,,,,
13981,Indonesia,2016,1602,Marks & Spencer,Peerless,Li & Fung,,,,
19560,Indonesia,2017,1602,Marks & Spencer,Peerless,Li & Fung,,,,
11818,Indonesia,2015,1603,,,,,,,
8867,Indonesia,2015,1606,PVH,GUESS,"MEXX, TOM TAYLOR",,,,
15114,Indonesia,2016,1606,PVH,GUESS,"MEXX, TOM TAYLOR",,,,
21075,Indonesia,2017,1606,PVH,GUESS,"MEXX, TOM TAYLOR",,,,
28048,Indonesia,2018,1606,PVH,GUESS,"MEXX, TOM TAYLOR",,,,
8981,Vietnam,2015,1608,Walmart,Gymboree,Belk,,,,
14488,Vietnam,2016,1608,Walmart,Gymboree,Belk,,,,
20184,Vietnam,2017,1608,Walmart,Gymboree,Belk,,,,
29236,Vietnam,2018,1608,Walmart,Gymboree,Belk,,,,
36326,Vietnam,2019,1608,Walmart,Gymboree,Belk,,,,
40761,Vietnam,2020,1608,Walmart,Gymboree,Belk,,,,
8887,Vietnam,2015,1613,Colmar,Aritzia,Filippa K,,,,
14647,Vietnam,2016,1613,Colmar,Aritzia,Filippa K,,,,
20211,Vietnam,2017,1613,Colmar,Aritzia,Filippa K,,,,
27743,Vietnam,2018,1613,Colmar,Aritzia,Filippa K,,,,
34970,Vietnam,2019,1613,Colmar,Aritzia,Filippa K,,,,
39503,Vietnam,2020,1613,Colmar,Aritzia,Filippa K,,,,
9031,Vietnam,2015,1614,,,,,,,
9129,Vietnam,2015,1615,Ann Inc,JC Penney,Kohl's,,,,
14798,Vietnam,2016,1615,Ann Inc,JC Penney,Kohl's,,,,
21197,Vietnam,2017,1615,Ann Inc,JC Penney,Kohl's,,,,
28475,Vietnam,2018,1615,Ann Inc,JC Penney,Kohl's,,,,
35130,Vietnam,2019,1615,Ann Inc,JC Penney,Kohl's,,,,
39728,Vietnam,2020,1615,Ann Inc,JC Penney,Kohl's,,,,
42688,Vietnam,2021,1615,Ann Inc,JC Penney,Kohl's,,,,
9375,Vietnam,2015,1616,Kasper,Talbots,Tommy Hilfiger,,,,
15320,Vietnam,2016,1616,Kasper,Talbots,Tommy Hilfiger,,,,
20706,Vietnam,2017,1616,Kasper,Talbots,Tommy Hilfiger,,,,
27468,Vietnam,2018,1616,Kasper,Talbots,Tommy Hilfiger,,,,
34166,Vietnam,2019,1616,Kasper,Talbots,Tommy Hilfiger,,,,
39507,Vietnam,2020,1616,Kasper,Talbots,Tommy Hilfiger,,,,
15057,Cambodia,2016,1617,Best Seller,Zara,,,,,
23537,Cambodia,2017,1617,Best Seller,Zara,,,,,
30689,Cambodia,2018,1617,Best Seller,Zara,,,,,
41323,Cambodia,2021,1617,Best Seller,Zara,,,,,
11162,Cambodia,2015,1618,Kik,Mango,Indochine,,,,
19797,Cambodia,2017,1618,Kik,Mango,Indochine,,,,
8975,Vietnam,2015,1619,Agabang,Sports Authority,Skechers,,,,
14541,Vietnam,2016,1619,Agabang,Sports Authority,Skechers,,,,
20468,Vietnam,2017,1619,Agabang,Sports Authority,Skechers,,,,
27343,Vietnam,2018,1619,Agabang,Sports Authority,Skechers,,,,
34082,Vietnam,2019,1619,Agabang,Sports Authority,Skechers,,,,
39529,Vietnam,2020,1619,Agabang,Sports Authority,Skechers,,,,
8617,Indonesia,2015,1620,Ann Taylor,Gap,Talbots,,,,
14657,Indonesia,2016,1620,Ann Taylor,Gap,Talbots,,,,
20344,Indonesia,2017,1620,Ann Taylor,Gap,Talbots,,,,
27345,Indonesia,2018,1620,Ann Taylor,Gap,Talbots,,,,
34088,Indonesia,2019,1620,Ann Taylor,Gap,Talbots,,,,
9271,Vietnam,2015,1621,Mango,The Children's Place,Decathlon,,,,
16068,Vietnam,2016,1621,Mango,The Children's Place,Decathlon,,,,
22424,Vietnam,2017,1621,Mango,The Children's Place,Decathlon,,,,
30639,Vietnam,2018,1621,Mango,The Children's Place,Decathlon,,,,
37428,Vietnam,2019,1621,Mango,The Children's Place,Decathlon,,,,
40851,Vietnam,2020,1621,Mango,The Children's Place,Decathlon,,,,
9628,Indonesia,2015,1623,H&M,CAB,Marubeni,,,,
15341,Indonesia,2016,1623,H&M,CAB,Marubeni,,,,
20541,Indonesia,2017,1623,H&M,CAB,Marubeni,,,,
27101,Indonesia,2018,1623,H&M,CAB,Marubeni,,,,
33543,Indonesia,2019,1623,H&M,CAB,Marubeni,,,,
9548,Vietnam,2015,1624,,,,,,,
15573,Vietnam,2016,1624,,,,,,,
10583,Cambodia,2015,1626,,,,,,,
11344,Bangladesh,2015,1628,Gap,H&M,Levis,,,,
16412,Bangladesh,2016,1628,Gap,H&M,Levis,,,,
22894,Bangladesh,2017,1628,Gap,H&M,Levis,,,,
31231,Bangladesh,2018,1628,Gap,H&M,Levis,,,,
11709,Indonesia,2015,1630,H&M,"JBS, Erika, Kmart",Itoyokado,,,,
17469,Indonesia,2016,1630,H&M,"JBS, Erika, Kmart",Itoyokado,,,,
24371,Indonesia,2017,1630,H&M,"JBS, Erika, Kmart",Itoyokado,,,,
30840,Indonesia,2018,1630,H&M,"JBS, Erika, Kmart",Itoyokado,,,,
37896,Indonesia,2019,1630,H&M,"JBS, Erika, Kmart",Itoyokado,,,,
8790,Vietnam,2015,1631,PVH,Abercrombie & Fitch,EA7,,,,
14644,Vietnam,2016,1631,PVH,Abercrombie & Fitch,EA7,,,,
20686,Vietnam,2017,1631,PVH,Abercrombie & Fitch,EA7,,,,
27545,Vietnam,2018,1631,PVH,Abercrombie & Fitch,EA7,,,,
34178,Vietnam,2019,1631,PVH,Abercrombie & Fitch,EA7,,,,
39557,Vietnam,2020,1631,PVH,Abercrombie & Fitch,EA7,,,,
8917,Vietnam,2015,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
14883,Vietnam,2016,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
20287,Vietnam,2017,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
26518,Vietnam,2018,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
33938,Vietnam,2019,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
39464,Vietnam,2020,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
42332,Vietnam,2021,1632,Abercrombie & Fitch,American Eagle,Armani,,,,
12554,Cambodia,2015,1633,Giorgio Armani,,,,,,
20869,Cambodia,2017,1633,Giorgio Armani,,,,,,
30857,Cambodia,2018,1633,,,,,,,
42218,Cambodia,2021,1633,Giorgio Armani,,,,,,
9383,Vietnam,2015,1634,Gap,Walmart,Abercrombie & Fitch,,,,
15608,Vietnam,2016,1634,Gap,Walmart,Abercrombie & Fitch,,,,
21013,Vietnam,2017,1634,Gap,Walmart,Abercrombie & Fitch,,,,
28084,Vietnam,2018,1634,Gap,Walmart,Abercrombie & Fitch,,,,
34689,Vietnam,2019,1634,Gap,Walmart,Abercrombie & Fitch,,,,
39677,Vietnam,2020,1634,Gap,Walmart,Abercrombie & Fitch,,,,
42940,Vietnam,2021,1634,Gap,Walmart,Abercrombie & Fitch,,,,
9297,Vietnam,2015,1635,Eplin,Kids,New Balance,,,,
15715,Vietnam,2016,1635,Eplin,Kids,New Balance,,,,
22270,Vietnam,2017,1635,Eplin,Kids,New Balance,,,,
9429,Vietnam,2015,1639,Chico's,Zara,Carter's,,,,
16732,Vietnam,2016,1639,Chico's,Zara,Carter's,,,,
24823,Vietnam,2018,1639,Chico's,Zara,Carter's,,,,
37532,Vietnam,2019,1639,Chico's,Zara,Carter's,,,,
41127,Vietnam,2020,1639,Chico's,Zara,Carter's,,,,
9638,Vietnam,2015,1640,JC Penney,Kohl's,Target,,,,
16185,Vietnam,2016,1640,JC Penney,Kohl's,Target,,,,
21802,Vietnam,2017,1640,JC Penney,Kohl's,Target,,,,
28762,Vietnam,2018,1640,JC Penney,Kohl's,Target,,,,
36079,Vietnam,2019,1640,JC Penney,Kohl's,Target,,,,
8918,Indonesia,2015,1641,Adidas,Gap,H&M,,,,
15361,Indonesia,2016,1641,Adidas,Gap,H&M,,,,
20722,Indonesia,2017,1641,Adidas,Gap,H&M,,,,
27962,Indonesia,2018,1641,Adidas,Gap,H&M,,,,
34982,Indonesia,2019,1641,Adidas,Gap,H&M,,,,
8311,Indonesia,2015,1642,Polo Ralph Lauren,SanMar,,,,,
13728,Indonesia,2016,1642,Polo Ralph Lauren,SanMar,,,,,
19581,Indonesia,2017,1642,Polo Ralph Lauren,SanMar,,,,,
8841,Vietnam,2015,1643,Target,JC Penney,Sears,,,,
14542,Vietnam,2016,1643,Target,JC Penney,Sears,,,,
20535,Vietnam,2017,1643,Target,JC Penney,Sears,,,,
27105,Vietnam,2018,1643,Target,JC Penney,Sears,,,,
34278,Vietnam,2019,1643,Target,JC Penney,Sears,,,,
39418,Vietnam,2020,1643,Target,JC Penney,Sears,,,,
42488,Vietnam,2021,1643,Target,JC Penney,Sears,,,,
9348,Vietnam,2015,1645,Costco,Gunze,Silver Elle,,,,
16332,Vietnam,2016,1645,Costco,Gunze,Silver Elle,,,,
21821,Vietnam,2017,1645,Costco,Gunze,Silver Elle,,,,
29390,Vietnam,2018,1645,Costco,Gunze,Silver Elle,,,,
36156,Vietnam,2019,1645,Costco,Gunze,Silver Elle,,,,
40302,Vietnam,2020,1645,Costco,Gunze,Silver Elle,,,,
9678,Vietnam,2015,1647,,,,,,,
18131,Vietnam,2016,1647,,,,,,,
13810,Cambodia,2016,1648,Ambiance,,,,,,
20542,Cambodia,2017,1648,Ambiance,,,,,,
27960,Cambodia,2018,1648,,,,,,,
8499,Indonesia,2015,1650,Macys,Bon-Ton,Chico's ,,,,
14345,Indonesia,2016,1650,Macys,Bon-Ton,Chico's ,,,,
19701,Indonesia,2017,1650,Macys,Bon-Ton,Chico's ,,,,
26385,Indonesia,2018,1650,Macys,Bon-Ton,Chico's ,,,,
32891,Indonesia,2019,1650,Macys,Bon-Ton,Chico's ,,,,
9401,Cambodia,2015,1651,C&A,Target,,,,,
15487,Cambodia,2016,1651,C&A,Target,,,,,
22920,Cambodia,2017,1651,C&A,Target,,,,,
29954,Cambodia,2018,1651,C&A,Target,,,,,
36551,Cambodia,2019,1651,C&A,Target,,,,,
42381,Cambodia,2021,1651,C&A,Target,,,,,
12380,Indonesia,2015,1653,H&M,,,,,,
17656,Indonesia,2016,1653,H&M,,,,,,
24444,Indonesia,2017,1653,H&M,,,,,,
35401,Indonesia,2019,1653,H&M,,,,,,
10958,Indonesia,2015,1658,H&M,Marks & Spencer,Wacoal,,,,
17266,Indonesia,2016,1658,H&M,Marks & Spencer,Wacoal,,,,
23752,Indonesia,2017,1658,H&M,Marks & Spencer,Wacoal,,,,
30923,Indonesia,2018,1658,H&M,Marks & Spencer,Wacoal,,,,
37932,Indonesia,2019,1658,H&M,Marks & Spencer,Wacoal,,,,
13610,Cambodia,2016,1661,,,,,,,
20888,Cambodia,2017,1661,,,,,,,
27656,Cambodia,2018,1661,,,,,,,
34210,Cambodia,2019,1661,,,,,,,
10813,Indonesia,2015,1662,Hanesbrands,JC Penney,Simon de Winter,,,,
17791,Indonesia,2016,1662,Hanesbrands,JC Penney,Simon de Winter,,,,
24259,Indonesia,2017,1662,Hanesbrands,JC Penney,Simon de Winter,,,,
37438,Indonesia,2019,1662,Hanesbrands,JC Penney,Simon de Winter,,,,
9852,Indonesia,2015,1663,,,,,,,
12446,Bangladesh,2015,1664,,,,,,,
16099,Bangladesh,2016,1664,,,,,,,
12592,Bangladesh,2015,1665,Walmart,American Eagle,Inditex,,,,
21040,Bangladesh,2017,1665,Walmart,American Eagle,Inditex,,,,
13127,Bangladesh,2015,1666,H&M,Kmart,Lindex,,,,
16774,Bangladesh,2016,1666,H&M,Kmart,Lindex,,,,
22774,Bangladesh,2017,1666,H&M,Kmart,Lindex,,,,
30556,Bangladesh,2018,1666,H&M,Kmart,Lindex,,,,
37478,Bangladesh,2019,1666,H&M,Kmart,Lindex,,,,
11410,Bangladesh,2015,1670,,,,,,,
11071,Bangladesh,2015,1671,,,,,,,
13639,Bangladesh,2015,1672,,,,,,,
13050,Bangladesh,2015,1673,,,,,,,
8443,Nicaragua,2015,1676,,,,,,,
13388,Bangladesh,2015,1677,,,,,,,
13189,Bangladesh,2015,1678,,,,,,,
13409,Bangladesh,2015,1679,Target Australia,Kmart,Gap,,,,
16962,Bangladesh,2016,1679,Target Australia,Kmart,Gap,,,,
23038,Bangladesh,2017,1679,Target Australia,Kmart,Gap,,,,
30511,Bangladesh,2018,1679,Target Australia,Kmart,Gap,,,,
37291,Bangladesh,2019,1679,Target Australia,Kmart,Gap,,,,
9144,Indonesia,2015,1681,Duluth,Express,Tchibo,,,,
14947,Indonesia,2016,1681,Duluth,Express,Tchibo,,,,
28606,Indonesia,2018,1681,Duluth,Express,Tchibo,,,,
34648,Indonesia,2019,1681,Duluth,Express,Tchibo,,,,
13315,Bangladesh,2015,1682,Gap,JC Penny,,,,,
16517,Bangladesh,2016,1682,Gap,JC Penny,,,,,
23822,Bangladesh,2017,1682,Gap,JC Penny,,,,,
32535,Bangladesh,2019,1682,Gap,JC Penny,,,,,
13538,Bangladesh,2015,1683,Gap,,Uniqlo,,,,
16790,Bangladesh,2016,1683,Gap,,Uniqlo,,,,
23885,Bangladesh,2017,1683,Gap,,Uniqlo,,,,
32070,Bangladesh,2019,1683,Gap,,Uniqlo,,,,
39221,Bangladesh,2020,1683,Gap,,Uniqlo,,,,
9699,Vietnam,2015,1684,,,,,,,
16508,Vietnam,2016,1684,,,,,,,
11330,Indonesia,2015,1687,Express,Ann Taylor,Macy's,,,,
17169,Indonesia,2016,1687,Express,Ann Taylor,Macy's,,,,
23080,Indonesia,2017,1687,Express,Ann Taylor,Macy's,,,,
30241,Indonesia,2018,1687,Express,Ann Taylor,Macy's,,,,
39250,Indonesia,2019,1687,Express,Ann Taylor,Macy's,,,,
9822,Vietnam,2015,1688,Speedo,Gap,Adidas,,,,
17149,Vietnam,2016,1688,Speedo,Gap,Adidas,,,,
22884,Vietnam,2017,1688,Speedo,Gap,Adidas,,,,
29693,Vietnam,2018,1688,Speedo,Gap,Adidas,,,,
35989,Vietnam,2019,1688,Speedo,Gap,Adidas,,,,
40161,Vietnam,2020,1688,Speedo,Gap,Adidas,,,,
9568,Indonesia,2015,1689,JC Penney,Calvin Klein,Jessica Howard,,,,
16142,Indonesia,2016,1689,JC Penney,Calvin Klein,Jessica Howard,,,,
24023,Indonesia,2017,1689,JC Penney,Calvin Klein,Jessica Howard,,,,
37511,Indonesia,2019,1689,JC Penney,Calvin Klein,Jessica Howard,,,,
11656,Indonesia,2015,1690,,,,,,,
10157,Vietnam,2015,1691,,,,,,,
39838,Vietnam,2020,1692,,,,,,,
43722,Vietnam,2021,1692,,,,,,,
12200,Vietnam,2015,1694,Ascena,American Eagle,Target,,,,
17584,Vietnam,2016,1694,Ascena,American Eagle,Target,,,,
24861,Vietnam,2018,1694,Ascena,American Eagle,Target,,,,
32920,Vietnam,2019,1694,Ascena,American Eagle,Target,,,,
39527,Vietnam,2020,1694,Ascena,American Eagle,Target,,,,
13598,Cambodia,2015,1695,,,,,,,
20679,Cambodia,2017,1695,,,,,,,
28298,Cambodia,2018,1695,,,,,,,
38543,Cambodia,2020,1695,,,,,,,
42674,Cambodia,2021,1695,,,,,,,
9855,Vietnam,2015,1696,,,,,,,
9582,Indonesia,2015,1697,Tommy Hilfiger,Next,Gaastra,,,,
15736,Indonesia,2016,1697,Tommy Hilfiger,Next,Gaastra,,,,
21866,Indonesia,2017,1697,Tommy Hilfiger,Next,Gaastra,,,,
28956,Indonesia,2018,1697,Tommy Hilfiger,Next,Gaastra,,,,
35862,Indonesia,2019,1697,Tommy Hilfiger,Next,Gaastra,,,,
9998,Vietnam,2015,1698,Columbia,Levi's,Puma,,,,
15714,Vietnam,2016,1698,Columbia,Levi's,Puma,,,,
22344,Vietnam,2017,1698,Columbia,Levi's,Puma,,,,
29694,Vietnam,2018,1698,Columbia,Levi's,Puma,,,,
36083,Vietnam,2019,1698,Columbia,Levi's,Puma,,,,
40239,Vietnam,2020,1698,Columbia,Levi's,Puma,,,,
10570,Vietnam,2015,1700,PVH,J.Crew,American Eagle,,,,
17056,Vietnam,2016,1700,PVH,J.Crew,American Eagle,,,,
24389,Vietnam,2017,1700,PVH,J.Crew,American Eagle,,,,
37844,Vietnam,2019,1700,PVH,J.Crew,American Eagle,,,,
40942,Vietnam,2021,1700,PVH,J.Crew,American Eagle,,,,
11430,Cambodia,2015,1701,,,,,,,
18293,Cambodia,2016,1701,,,,,,,
9588,Indonesia,2015,1702,CS Focus,,,,,,
15718,Indonesia,2016,1702,CS Focus,,,,,,
21501,Indonesia,2017,1702,CS Focus,,,,,,
28951,Indonesia,2018,1702,CS Focus,,,,,,
35139,Indonesia,2019,1702,CS Focus,,,,,,
9862,Vietnam,2015,1703,Nike,PVH,Puma,,,,
17141,Vietnam,2016,1703,Nike,PVH,Puma,,,,
23545,Vietnam,2017,1703,Nike,PVH,Puma,,,,
37507,Vietnam,2019,1703,Nike,PVH,Puma,,,,
40901,Vietnam,2020,1703,Nike,PVH,Puma,,,,
13747,Bangladesh,2015,1704,H&M,LIDL,Takko,,,,
17946,Bangladesh,2016,1704,H&M,LIDL,Takko,,,,
24015,Bangladesh,2017,1704,H&M,LIDL,Takko,,,,
13118,Bangladesh,2015,1705,H&M,Gap,Mothercare,,,,
17005,Bangladesh,2016,1705,H&M,Gap,Mothercare,,,,
23974,Bangladesh,2017,1705,H&M,Gap,Mothercare,,,,
32480,Bangladesh,2019,1705,H&M,Gap,Mothercare,,,,
38727,Bangladesh,2020,1705,H&M,Gap,Mothercare,,,,
13125,Bangladesh,2015,1706,,,,,,,
16983,Bangladesh,2016,1706,,,,,,,
9251,Vietnam,2015,1708,,,,,,,
8805,Vietnam,2015,1709,Macys,Sears,Quick Silver,,,,
15111,Vietnam,2016,1709,Macys,Sears,Quick Silver,,,,
20163,Vietnam,2017,1709,Macys,Sears,Quick Silver,,,,
27569,Vietnam,2018,1709,Macys,Sears,Quick Silver,,,,
34214,Vietnam,2019,1709,Macys,Sears,Quick Silver,,,,
39472,Vietnam,2020,1709,Macys,Sears,Quick Silver,,,,
9074,Vietnam,2015,1710,Adidas,G-III,Fanatics,,,,
16048,Vietnam,2016,1710,Adidas,G-III,Fanatics,,,,
22247,Vietnam,2017,1710,Adidas,G-III,Fanatics,,,,
28894,Vietnam,2018,1710,Adidas,G-III,Fanatics,,,,
35957,Vietnam,2019,1710,Adidas,G-III,Fanatics,,,,
40049,Vietnam,2020,1710,Adidas,G-III,Fanatics,,,,
9698,Vietnam,2015,1711,Gap,Target,Walmart,,,,
15986,Vietnam,2016,1711,Gap,Target,Walmart,,,,
21258,Vietnam,2017,1711,Gap,Target,Walmart,,,,
27910,Vietnam,2018,1711,Gap,Target,Walmart,,,,
34765,Vietnam,2019,1711,Gap,Target,Walmart,,,,
39715,Vietnam,2020,1711,Gap,Target,Walmart,,,,
42929,Vietnam,2021,1711,Gap,Target,Walmart,,,,
9919,Cambodia,2015,1712,Hushush,Rio,AEON,,,,
15835,Cambodia,2016,1712,Hushush,Rio,AEON,,,,
23496,Cambodia,2017,1712,Hushush,Rio,AEON,,,,
30107,Cambodia,2018,1712,Hushush,Rio,AEON,,,,
38536,Cambodia,2020,1712,Hushush,Rio,AEON,,,,
42553,Cambodia,2021,1712,Hushush,Rio,AEON,,,,
11693,Cambodia,2015,1713,,,,,,,
13816,Cambodia,2016,1714,,,,,,,
18747,Cambodia,2017,1714,,,,,,,
26078,Cambodia,2018,1714,,,,,,,
34181,Cambodia,2019,1714,,,,,,,
14851,Cambodia,2016,1715,BSCI,Primark,,,,,
20692,Cambodia,2017,1715,BSCI,Primark,,,,,
28598,Cambodia,2018,1715,BSCI,Primark,,,,,
35118,Cambodia,2019,1715,BSCI,Primark,,,,,
40621,Cambodia,2020,1715,BSCI,Primark,,,,,
9796,Vietnam,2015,1717,PVH,Puma,Macy's,,,,
16557,Vietnam,2016,1717,PVH,Puma,Macy's,,,,
22101,Vietnam,2017,1717,PVH,Puma,Macy's,,,,
30067,Vietnam,2018,1717,PVH,Puma,Macy's,,,,
10186,Vietnam,2015,1718,,,,,,,
9720,Vietnam,2015,1719,PVH,Abercrombie & Fitch,J.Crew,,,,
15445,Vietnam,2016,1719,PVH,Abercrombie & Fitch,J.Crew,,,,
20734,Vietnam,2017,1719,PVH,Abercrombie & Fitch,J.Crew,,,,
28594,Vietnam,2018,1719,PVH,Abercrombie & Fitch,J.Crew,,,,
35593,Vietnam,2019,1719,PVH,Abercrombie & Fitch,J.Crew,,,,
40102,Vietnam,2020,1719,PVH,Abercrombie & Fitch,J.Crew,,,,
9362,Cambodia,2015,1720,,,,,,,
15890,Cambodia,2016,1720,,,,,,,
21295,Cambodia,2017,1720,,,,,,,
28730,Cambodia,2018,1720,,,,,,,
35358,Cambodia,2019,1720,,,,,,,
40714,Cambodia,2020,1720,,,,,,,
43578,Cambodia,2021,1720,,,,,,,
12606,Cambodia,2015,1721,Walmart,,,,,,
20615,Cambodia,2017,1721,Walmart,,,,,,
24608,Cambodia,2018,1721,Walmart,,,,,,
38210,Cambodia,2020,1721,,,,,,,
42435,Cambodia,2021,1721,Walmart,,,,,,
11340,Vietnam,2015,1722,Kasper,Tahari,GBG,,,,
17514,Vietnam,2016,1722,Kasper,Tahari,GBG,,,,
24110,Vietnam,2017,1722,Kasper,Tahari,GBG,,,,
31849,Vietnam,2019,1722,Kasper,Tahari,GBG,,,,
39346,Vietnam,2020,1722,Kasper,Tahari,GBG,,,,
43027,Vietnam,2021,1722,Kasper,Tahari,GBG,,,,
16705,Vietnam,2016,1723,Amscan Inc.,Benten,FEV,,,,
21701,Vietnam,2017,1723,Amscan Inc.,Benten,FEV,,,,
29355,Vietnam,2018,1723,Amscan Inc.,Benten,FEV,,,,
11984,Cambodia,2015,1725,,,,,,,
20164,Cambodia,2017,1725,,,,,,,
11650,Indonesia,2015,1726,Reebok,Converse,New Balance,,,,
17192,Indonesia,2016,1726,Reebok,Converse,New Balance,,,,
23774,Indonesia,2017,1726,Reebok,Converse,New Balance,,,,
30224,Indonesia,2018,1726,Reebok,Converse,New Balance,,,,
39038,Indonesia,2019,1726,Reebok,Converse,New Balance,,,,
9384,Vietnam,2015,1727,Reitmans,Talbots,MOP,,,,
15674,Vietnam,2016,1727,Reitmans,Talbots,MOP,,,,
21708,Vietnam,2017,1727,Reitmans,Talbots,MOP,,,,
29221,Vietnam,2018,1727,Reitmans,Talbots,MOP,,,,
36059,Vietnam,2019,1727,Reitmans,Talbots,MOP,,,,
40783,Vietnam,2020,1727,Reitmans,Talbots,MOP,,,,
9960,Vietnam,2015,1731,G-III,R&M Richard,Tahari,,,,
15476,Vietnam,2016,1731,G-III,R&M Richard,Tahari,,,,
22467,Vietnam,2017,1731,G-III,R&M Richard,Tahari,,,,
28699,Vietnam,2018,1731,G-III,R&M Richard,Tahari,,,,
11992,Vietnam,2015,1734,Gap,American Eagle,Walmart,,,,
17026,Vietnam,2016,1734,Gap,American Eagle,Walmart,,,,
21846,Vietnam,2017,1734,Gap,American Eagle,Walmart,,,,
36768,Vietnam,2019,1734,Gap,American Eagle,Walmart,,,,
40452,Vietnam,2020,1734,Gap,American Eagle,Walmart,,,,
10884,Vietnam,2015,1736,Hugo Boss,Decathlon,O'neill,,,,
16506,Vietnam,2016,1736,Hugo Boss,Decathlon,O'neill,,,,
22554,Vietnam,2017,1736,Hugo Boss,Decathlon,O'neill,,,,
30430,Vietnam,2018,1736,Hugo Boss,Decathlon,O'neill,,,,
37366,Vietnam,2019,1736,Hugo Boss,Decathlon,O'neill,,,,
40946,Vietnam,2020,1736,Hugo Boss,Decathlon,O'neill,,,,
13016,Vietnam,2016,1737,Youngone Corp.,Macy's,Jland Corp.,,,,
18693,Vietnam,2017,1737,Youngone Corp.,Macy's,Jland Corp.,,,,
28265,Vietnam,2018,1737,Youngone Corp.,Macy's,Jland Corp.,,,,
35184,Vietnam,2019,1737,Youngone Corp.,Macy's,Jland Corp.,,,,
43687,Vietnam,2021,1737,Youngone Corp.,Macy's,Jland Corp.,,,,
11282,Indonesia,2015,1741,The Children's Place,Aeropostale,Landmark,,,,
17352,Indonesia,2016,1741,The Children's Place,Aeropostale,Landmark,,,,
23900,Indonesia,2017,1741,The Children's Place,Aeropostale,Landmark,,,,
30375,Indonesia,2018,1741,The Children's Place,Aeropostale,Landmark,,,,
15503,Indonesia,2016,1742,H&M,Comtex,VF,,,,
19950,Indonesia,2017,1742,H&M,Comtex,VF,,,,
26983,Indonesia,2018,1742,H&M,Comtex,VF,,,,
33687,Indonesia,2019,1742,H&M,Comtex,VF,,,,
12512,Indonesia,2015,1743,North Face,Solomon,Duluth,,,,
18191,Indonesia,2016,1743,North Face,Solomon,Duluth,,,,
25446,Indonesia,2018,1743,North Face,Solomon,Duluth,,,,
11392,Indonesia,2015,1746,Nordstrom,Ann Taylor,,,,,
18061,Indonesia,2016,1746,Nordstrom,Ann Taylor,,,,,
24461,Indonesia,2017,1746,Nordstrom,Ann Taylor,,,,,
37914,Indonesia,2019,1746,Nordstrom,Ann Taylor,,,,,
11236,Vietnam,2015,1749,,,,,,,
12205,Vietnam,2015,1751,,,,,,,
16417,Vietnam,2016,1751,,,,,,,
12214,Haiti,2015,1752,Hanesbrands,,,,,,
18517,Haiti,2017,1752,Hanesbrands,,,,,,
10934,Nicaragua,2015,1753,,,,,,,
11327,Cambodia,2015,1754,,,,,,,
17642,Cambodia,2016,1754,,,,,,,
24613,Cambodia,2017,1754,,,,,,,
37979,Cambodia,2019,1754,,,,,,,
41172,Cambodia,2021,1754,,,,,,,
11296,Cambodia,2015,1755,H&M,Levi's,Gap,,,,
17401,Cambodia,2016,1755,H&M,Levi's,Gap,,,,
23642,Cambodia,2017,1755,H&M,Levi's,Gap,,,,
37851,Cambodia,2019,1755,H&M,Levi's,Gap,,,,
41207,Cambodia,2021,1755,H&M,Levi's,Gap,,,,
10818,Vietnam,2015,1756,Carter's,Kohl's,Gap,,,,
15913,Vietnam,2016,1756,Carter's,Kohl's,Gap,,,,
21569,Vietnam,2017,1756,Carter's,Kohl's,Gap,,,,
29778,Vietnam,2018,1756,Carter's,Kohl's,Gap,,,,
35912,Vietnam,2019,1756,Carter's,Kohl's,Gap,,,,
40852,Vietnam,2020,1756,Carter's,Kohl's,Gap,,,,
